不规范记录
Kermit Sebastian Watts,KSW0206,Kermit.Sebastian.Watts@dtaa.com,Director,,1,4 - ResearchAndEngineering_Government_Foreign,1 - ProjectManagement,,Galena Kay Leonard,
Mary Darryl Hines,MDH0211,Mary.Darryl.Hines@dtaa.com,ProjectManager,Project 106,1,4 - ResearchAndEngineering_Government_Foreign,1 - ProjectManagement,,Kermit Sebastian Watts,
Zane Aubrey Rollins,ZAR0404,Zane.Aubrey.Rollins@dtaa.com,Statistician,,1,9 - SalesAndMarketing_Government,1 - MarketAnalysis,,Ian Ira Whitehead,
Ezekiel Hakeem Dorsey,EHD0024,Ezekiel.Hakeem.Dorsey@dtaa.com,AdministrativeAssistant,Project 175,1,1 - Adminstration,2 - EmployeeRelations,,Omar Galvin Doyle,
Jason Amery Franco,JAF0209,Jason.Amery.Franco@dtaa.com,Director,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,,Galena Kay Leonard,
James Charles Pratt,JCP0028,James.Charles.Pratt@dtaa.com,InstructionalCoordinator,,1,1 - Adminstration,3 - Training,,Thomas Cyrus Golden,
Kasimir Axel Medina,KAM0005,Kasimir.Axel.Medina@dtaa.com,VicePresident,,1,3 - ResearchAndEngineering_Government_Domestic,,,Lydia Serena Lucas,
Lydia Serena Lucas,LSL0001,Lydia.Serena.Lucas@dtaa.com,President,,1,
Ori Emi Nixon,OEN0432,Ori.Emi.Nixon@dtaa.com,Manager,Project 199,1,10 - PurchasingAndContracts,3 - Contracts,,Zenaida Carol Snow,
Peter Nicholas Livingston,PNL0018,Peter.Nicholas.Livingston@dtaa.com,Director,,1,1 - Adminstration,5 - Security,,Tallulah Leslie Keith,
Cameran Natalie Fry,CNF0212,Cameran.Natalie.Fry@dtaa.com,ProjectManager,,1,4 - ResearchAndEngineering_Government_Foreign,1 - ProjectManagement,,Kermit Sebastian Watts,
Vladimir Tyrone Lowery,VTL0314,Vladimir.Tyrone.Lowery@dtaa.com,AdministrativeAssistant,Project 177,1,5 - Manufacturing_Commercial,4 - QualityControl,,Hamilton Jonathan Beck,
Deanna Kitra Russell,DKR0027,Deanna.Kitra.Russell@dtaa.com,AdministrativeAssistant,,1,1 - Adminstration,3 - Training,,Thomas Cyrus Golden,
Aidan Ryder Bird,ARB0208,Aidan.Ryder.Bird@dtaa.com,Director,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,,Galena Kay Leonard,
Bert Joseph Chan,BJC0366,Bert.Joseph.Chan@dtaa.com,FinancialAnalyst,Project 171,1,7 - Finance,3 - FinancialPlanning,,Xerxes Bell Hancock,
Nissim Emmanuel Baird,NEB0371,Nissim.Emmanuel.Baird@dtaa.com,AdministrativeAssistant,,1,8 - SalesAndMarketing_Commercial,1 - MarketAnalysis,,Malcolm Russell Sharpe,
Aspen Rinah Greene,ARG0441,Aspen.Rinah.Greene@dtaa.com,AdministrativeAssistant,,1,10 - PurchasingAndContracts,3 - Contracts,,Ori Emi Nixon,
Isabelle Hyacinth Berg,IHB0288,Isabelle.Hyacinth.Berg@dtaa.com,IndustrialEngineer,,1,5 - Manufacturing_Commercial,1 - IndustrialEngineering,,Robert Edward Carney,
Kelly Derek Conway,KDC0444,Kelly.Derek.Conway@dtaa.com,Attorney,,1,10 - PurchasingAndContracts,3 - Contracts,,Ori Emi Nixon,
Nolan Isaiah Mason,NIM0052,Nolan.Isaiah.Mason@dtaa.com,Director,,1,2 - ResearchAndEngineering_Commercial,1 - ProjectManagement,,Vance Sawyer Fischer,
Rudyard Palmer Buchanan,RPB0029,Rudyard.Palmer.Buchanan@dtaa.com,HealthSafetyEngineer,,1,1 - Adminstration,4 - Safety,,Savannah Libby Carroll,
Hamilton Jonathan Beck,HJB0286,Hamilton.Jonathan.Beck@dtaa.com,Manager,Project 130,1,5 - Manufacturing_Commercial,4 - QualityControl,,Bruce Marshall Blankenship,
Mollie Audrey Hickman,MAH0438,Mollie.Audrey.Hickman@dtaa.com,AdministrativeAssistant,Project 171,1,10 - PurchasingAndContracts,2 - Pricing,,Halla Ursula Murphy,
Beck Wallace Johnson,BWJ0136,Beck.Wallace.Johnson@dtaa.com,ProjectManager,Project 179,1,3 - ResearchAndEngineering_Government_Domestic,1 - ProjectManagement,,Samuel Ronan Shaw,
Daria Emma Ramos,DER0400,Daria.Emma.Ramos@dtaa.com,Director,,1,9 - SalesAndMarketing_Government,2 - Sales,,Deborah Madaline Horton,
Ian Ira Whitehead,IIW0399,Ian.Ira.Whitehead@dtaa.com,Director,,1,9 - SalesAndMarketing_Government,1 - MarketAnalysis,,Deborah Madaline Horton,
Odessa Darryl Curry,ODC0002,Odessa.Darryl.Curry@dtaa.com,AdministrativeAssistant,,1,,,,Lydia Serena Lucas,
Harper Zachary Duncan,HZD0429,Harper.Zachary.Duncan@dtaa.com,AdministrativeAssistant,,1,10 - PurchasingAndContracts,,,Zenaida Carol Snow,
Rahim Jonah Acosta,RJA0402,Rahim.Jonah.Acosta@dtaa.com,AdministrativeAssistant,,1,9 - SalesAndMarketing_Government,1 - MarketAnalysis,,Ian Ira Whitehead,
Alisa Cleo Jacobson,ACJ0014,Alisa.Cleo.Jacobson@dtaa.com,Director,,1,1 - Adminstration,1 - Personnel,,Tallulah Leslie Keith,
Zenaida Carol Snow,ZCS0012,Zenaida.Carol.Snow@dtaa.com,VicePresident,,1,10 - PurchasingAndContracts,,,Lydia Serena Lucas,
Maris Dahlia Goff,MDG0019,Maris.Dahlia.Goff@dtaa.com,AdministrativeAssistant,,1,1 - Adminstration,1 - Personnel,,Alisa Cleo Jacobson,
Brady Vincent Cabrera,BVC0009,Brady.Vincent.Cabrera@dtaa.com,VicePresident,,1,7 - Finance,,,Lydia Serena Lucas,
Fuller Derek Talley,FDT0213,Fuller.Derek.Talley@dtaa.com,ProjectManager,Project 198,1,4 - ResearchAndEngineering_Government_Foreign,1 - ProjectManagement,,Kermit Sebastian Watts,
Kaden Ezekiel Osborne,KEO0131,Kaden.Ezekiel.Osborne@dtaa.com,Director,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,,Kasimir Axel Medina,
Garth Ray Acosta,GRA0329,Garth.Ray.Acosta@dtaa.com,MechanicalEngineer,,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Jane Sarah Barron,
Yen Sade Henson,YSH0145,Yen.Sade.Henson@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,,Kaden Ezekiel Osborne,
Maxwell Deacon Santana,MDS0285,Maxwell.Deacon.Santana@dtaa.com,Manager,Project 191,1,5 - Manufacturing_Commercial,3 - Assembly,,Bruce Marshall Blankenship,
Shannon Octavia Daniel,SOD0442,Shannon.Octavia.Daniel@dtaa.com,Attorney,,1,10 - PurchasingAndContracts,3 - Contracts,,Ori Emi Nixon,
Kirestin Serina Fleming,KSF0134,Kirestin.Serina.Fleming@dtaa.com,ProjectManager,Project 144,1,3 - ResearchAndEngineering_Government_Domestic,1 - ProjectManagement,,Samuel Ronan Shaw,
Samuel Ronan Shaw,SRS0129,Samuel.Ronan.Shaw@dtaa.com,Director,,1,3 - ResearchAndEngineering_Government_Domestic,1 - ProjectManagement,,Kasimir Axel Medina,
Jonathan Davis Ramirez,JDR0436,Jonathan.Davis.Ramirez@dtaa.com,PurchasingClerk,Project 175,1,10 - PurchasingAndContracts,1 - Purchasing,,Brenden Harper Mccray,
Lawrence Levi Turner,LLT0291,Lawrence.Levi.Turner@dtaa.com,ElectricalEngineer,,1,5 - Manufacturing_Commercial,2 - ManufacturingEngineering,,Palmer Marvin Gibbs,
Leslie Lacey Shepard,LLS0222,Leslie.Lacey.Shepard@dtaa.com,AdministrativeAssistant,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,,Aidan Ryder Bird,
Roth Perry Conley,RPC0205,Roth.Perry.Conley@dtaa.com,AdministrativeAssistant,,1,4 - ResearchAndEngineering_Government_Foreign,,,Galena Kay Leonard,
Gisela Ivana Bolton,GIB0207,Gisela.Ivana.Bolton@dtaa.com,Director,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,,Galena Kay Leonard,
Shelly Carissa Fitzpatrick,SCF0330,Shelly.Carissa.Fitzpatrick@dtaa.com,MechanicalEngineer,,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Jane Sarah Barron,
Lara Xerxes Salas,LXS0332,Lara.Xerxes.Salas@dtaa.com,AdministrativeAssistant,,1,6 - Manufacturing_Government,3 - Assembly,,Stuart Zeph Barker,
Stuart Zeph Barker,SZB0321,Stuart.Zeph.Barker@dtaa.com,Manager,Project 197,1,6 - Manufacturing_Government,3 - Assembly,,Aristotle Charles Hull,
Nathaniel Paul Klein,NPK0369,Nathaniel.Paul.Klein@dtaa.com,Director,,1,8 - SalesAndMarketing_Commercial,2 - Sales,,Caesar Moses Shelton,
Thomas Noah Diaz,TND0324,Thomas.Noah.Diaz@dtaa.com,IndustrialEngineer,,1,6 - Manufacturing_Government,1 - IndustrialEngineering,,Tallulah Natalie Ramirez,
Xavier Charles Joyner,XCJ0023,Xavier.Charles.Joyner@dtaa.com,HumanResourceSpecialist,,1,1 - Adminstration,1 - Personnel,,Alisa Cleo Jacobson,
Declan Herrod Kinney,DHK0367,Declan.Herrod.Kinney@dtaa.com,AdministrativeAssistant,,1,8 - SalesAndMarketing_Commercial,,,Caesar Moses Shelton,
Marny Anastasia Lane,MAL0434,Marny.Anastasia.Lane@dtaa.com,PurchasingClerk,Project 175,1,10 - PurchasingAndContracts,1 - Purchasing,,Brenden Harper Mccray,
Kato Julian Branch,KJB0354,Kato.Julian.Branch@dtaa.com,AdministrativeAssistant,Project 164,1,7 - Finance,,,Brady Vincent Cabrera,
Malcolm Russell Sharpe,MRS0368,Malcolm.Russell.Sharpe@dtaa.com,Director,,1,8 - SalesAndMarketing_Commercial,1 - MarketAnalysis,,Caesar Moses Shelton,
Galena Kay Leonard,GKL0006,Galena.Kay.Leonard@dtaa.com,VicePresident,Project 177,1,4 - ResearchAndEngineering_Government_Foreign,,,Lydia Serena Lucas,
Rigel Brendan Odom,RBO0327,Rigel.Brendan.Odom@dtaa.com,ElectricalEngineer,,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Jane Sarah Barron,
Kessie Noelle Herring,KNH0316,Kessie.Noelle.Herring@dtaa.com,Statistician,,1,5 - Manufacturing_Commercial,4 - QualityControl,,Hamilton Jonathan Beck,
Orli Xaviera Stein,OXS0363,Orli.Xaviera.Stein@dtaa.com,AdministrativeStaff,,1,7 - Finance,2 - Payroll,,Richard Alec Savage,
Riley Veronica Vincent,RVV0317,Riley.Veronica.Vincent@dtaa.com,Engineer,Project 196,1,5 - Manufacturing_Commercial,4 - QualityControl,,Hamilton Jonathan Beck,
Cassady Myra Wilcox,CMW0437,Cassady.Myra.Wilcox@dtaa.com,PurchasingClerk,Project 165,1,10 - PurchasingAndContracts,1 - Purchasing,,Brenden Harper Mccray,
Aristotle Cairo Sharpe,ACS0128,Aristotle.Cairo.Sharpe@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,,,Kasimir Axel Medina,
Ruth Ainsley Carrillo,RAC0362,Ruth.Ainsley.Carrillo@dtaa.com,Accountant,Project 183,1,7 - Finance,2 - Payroll,,Richard Alec Savage,
Mikayla Brynn Alford,MBA1797,MBA5878@raytheon.com,ComputerProgrammer,Project 145,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,8 - DesktopSoftware,
Albert Tanner Todd,ATT0293,Albert.Tanner.Todd@dtaa.com,ElectricalEngineer,,1,5 - Manufacturing_Commercial,2 - ManufacturingEngineering,,Palmer Marvin Gibbs,
Ila Shellie Hendrix,ISH0051,Ila.Shellie.Hendrix@dtaa.com,AdministrativeAssistant,,1,2 - ResearchAndEngineering_Commercial,,,Vance Sawyer Fischer,
Alexis Gay Bruce,AGB0057,Alexis.Gay.Bruce@dtaa.com,ProjectManager,Project 135,1,2 - ResearchAndEngineering_Commercial,1 - ProjectManagement,,Nolan Isaiah Mason,
Montana Amaya Powers,MAP0215,Montana.Amaya.Powers@dtaa.com,AdministrativeAssistant,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,,Gisela Ivana Bolton,
Alan Avram Moore,AAM0138,Alan.Avram.Moore@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,,Inez Sage Marks,
Haley Emily Tucker,HET0359,Haley.Emily.Tucker@dtaa.com,Accountant,Project 185,1,7 - Finance,1 - Accounting,,Mari Faith Lester,
Rae Lael Hunt,RLH0358,Rae.Lael.Hunt@dtaa.com,AdministrativeAssistant,,1,7 - Finance,1 - Accounting,,Mari Faith Lester,
Brynne Jeanette Sharp,BJS0053,Brynne.Jeanette.Sharp@dtaa.com,Director,,1,2 - ResearchAndEngineering_Commercial,2 - Research,,Vance Sawyer Fischer,
Avye Gretchen Calhoun,AGC0445,Avye.Gretchen.Calhoun@dtaa.com,Attorney,,1,10 - PurchasingAndContracts,3 - Contracts,,Ori Emi Nixon,
Vance Sawyer Fischer,VSF0004,Vance.Sawyer.Fischer@dtaa.com,VicePresident,,1,2 - ResearchAndEngineering_Commercial,,,Lydia Serena Lucas,
Savannah Libby Carroll,SLC0017,Savannah.Libby.Carroll@dtaa.com,Director,,1,1 - Adminstration,4 - Safety,,Tallulah Leslie Keith,
Caesar Moses Shelton,CMS0010,Caesar.Moses.Shelton@dtaa.com,VicePresident,Project 164,1,8 - SalesAndMarketing_Commercial,,,Lydia Serena Lucas,
Chester Kevin Malone,CKM0405,Chester.Kevin.Malone@dtaa.com,AdministrativeAssistant,Project 198,1,9 - SalesAndMarketing_Government,2 - Sales,,Daria Emma Ramos,
Josiah Dante Hebert,JDH0295,Josiah.Dante.Hebert@dtaa.com,MechanicalEngineer,,1,5 - Manufacturing_Commercial,2 - ManufacturingEngineering,,Palmer Marvin Gibbs,
Ramona Paloma Garza,RPG0403,Ramona.Paloma.Garza@dtaa.com,Statistician,,1,9 - SalesAndMarketing_Government,1 - MarketAnalysis,,Ian Ira Whitehead,
Myles Nicholas Powell,MNP0290,Myles.Nicholas.Powell@dtaa.com,AdministrativeAssistant,,1,5 - Manufacturing_Commercial,2 - ManufacturingEngineering,,Palmer Marvin Gibbs,
Beck Caesar Banks,BCB0294,Beck.Caesar.Banks@dtaa.com,MechanicalEngineer,,1,5 - Manufacturing_Commercial,2 - ManufacturingEngineering,,Palmer Marvin Gibbs,
Brenden Harper Mccray,BHM0430,Brenden.Harper.Mccray@dtaa.com,Manager,Project 113,1,10 - PurchasingAndContracts,1 - Purchasing,,Zenaida Carol Snow,
Fulton Zachery Mendez,FZM0318,Fulton.Zachery.Mendez@dtaa.com,AdministrativeAssistant,,1,6 - Manufacturing_Government,,,Aristotle Charles Hull,
Thomas Kyle Perry,TKP0210,Thomas.Kyle.Perry@dtaa.com,AdministrativeAssistant,,1,4 - ResearchAndEngineering_Government_Foreign,1 - ProjectManagement,,Kermit Sebastian Watts,
Faith Sara Mcbride,FSM0056,Faith.Sara.Mcbride@dtaa.com,AdministrativeAssistant,,1,2 - ResearchAndEngineering_Commercial,1 - ProjectManagement,,Nolan Isaiah Mason,
Jeanette Shafira Newton,JSN0214,Jeanette.Shafira.Newton@dtaa.com,ProjectManager,Project 142,1,4 - ResearchAndEngineering_Government_Foreign,1 - ProjectManagement,,Kermit Sebastian Watts,
Theodore Carson Buckley,TCB0061,Theodore.Carson.Buckley@dtaa.com,AdministrativeAssistant,,1,2 - ResearchAndEngineering_Commercial,2 - Research,,Brynne Jeanette Sharp,
Darrel Yvonne Holloway,DYH0315,Darrel.Yvonne.Holloway@dtaa.com,Engineer,Project 156,1,5 - Manufacturing_Commercial,4 - QualityControl,,Hamilton Jonathan Beck,
Hiram William Preston,HWP0364,Hiram.William.Preston@dtaa.com,AdministrativeAssistant,,1,7 - Finance,3 - FinancialPlanning,,Xerxes Bell Hancock,
Jane Sarah Barron,JSB0320,Jane.Sarah.Barron@dtaa.com,Manager,Project 202,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Aristotle Charles Hull,
Ursa Melinda Bentley,UMB0055,Ursa.Melinda.Bentley@dtaa.com,Director,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,,Vance Sawyer Fischer,
Summer Joy Stark,SJS0323,Summer.Joy.Stark@dtaa.com,AdministrativeAssistant,,1,6 - Manufacturing_Government,1 - IndustrialEngineering,,Tallulah Natalie Ramirez,
Rebecca Camille Larsen,RCL0068,Rebecca.Camille.Larsen@dtaa.com,AdministrativeAssistant,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,,Reed Charles Fletcher,
Richard Alec Savage,RAS0356,Richard.Alec.Savage@dtaa.com,Manager,Project 170,1,7 - Finance,2 - Payroll,,Brady Vincent Cabrera,
Kimberly Courtney Oneill,KCO0287,Kimberly.Courtney.Oneill@dtaa.com,AdministrativeAssistant,Project 165,1,5 - Manufacturing_Commercial,1 - IndustrialEngineering,,Robert Edward Carney,
Alisa Christine Anderson,ACA0360,Alisa.Christine.Anderson@dtaa.com,Accountant,Project 183,1,7 - Finance,1 - Accounting,,Mari Faith Lester,
Halla Ursula Murphy,HUM0431,Halla.Ursula.Murphy@dtaa.com,Manager,Project 172,1,10 - PurchasingAndContracts,2 - Pricing,,Zenaida Carol Snow,
Clark Samuel Gilliam,CSG0135,Clark.Samuel.Gilliam@dtaa.com,ProjectManager,Project 163,1,3 - ResearchAndEngineering_Government_Domestic,1 - ProjectManagement,,Samuel Ronan Shaw,
Denton Colin Burch,DCB0401,Denton.Colin.Burch@dtaa.com,Director,,1,9 - SalesAndMarketing_Government,3 - FieldService,,Deborah Madaline Horton,
Joseph Clinton Conrad,JCC0059,Joseph.Clinton.Conrad@dtaa.com,ProjectManager,Project 102,1,2 - ResearchAndEngineering_Commercial,1 - ProjectManagement,,Nolan Isaiah Mason,
Ann Lysandra Lyons,ALL0289,Ann.Lysandra.Lyons@dtaa.com,IndustrialEngineer,,1,5 - Manufacturing_Commercial,1 - IndustrialEngineering,,Robert Edward Carney,
Mira Claire Kim,MCK0435,Mira.Claire.Kim@dtaa.com,PurchasingClerk,Project 164,1,10 - PurchasingAndContracts,1 - Purchasing,,Brenden Harper Mccray,
Scarlet Caryn Lane,SCL0022,Scarlet.Caryn.Lane@dtaa.com,HumanResourceSpecialist,,1,1 - Adminstration,1 - Personnel,,Alisa Cleo Jacobson,
Georgia Marah Mueller,GMM0224,Georgia.Marah.Mueller@dtaa.com,SoftwareEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,,Aidan Ryder Bird,
Adena Deborah Benjamin,ADB0350,Adena.Deborah.Benjamin@dtaa.com,AdministrativeAssistant,Project 200,1,6 - Manufacturing_Government,4 - QualityControl,,Ulric Channing Gross,
Robert Edward Carney,REC0283,Robert.Edward.Carney@dtaa.com,Manager,Project 201,1,5 - Manufacturing_Commercial,1 - IndustrialEngineering,,Bruce Marshall Blankenship,
Inez Sage Marks,ISM0130,Inez.Sage.Marks@dtaa.com,Director,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,,Kasimir Axel Medina,
Tallulah Natalie Ramirez,TNR0319,Tallulah.Natalie.Ramirez@dtaa.com,Manager,Project 192,1,6 - Manufacturing_Government,1 - IndustrialEngineering,,Aristotle Charles Hull,
Anthony Caesar Rosa,ACR0331,Anthony.Caesar.Rosa@dtaa.com,ElectricalEngineer,Project 128,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Jane Sarah Barron,
Samuel Giacomo Wagner,SGW0443,Samuel.Giacomo.Wagner@dtaa.com,Engineer,Project 117,1,10 - PurchasingAndContracts,3 - Contracts,,Ori Emi Nixon,
Adria Adrienne Perry,AAP0352,Adria.Adrienne.Perry@dtaa.com,Statistician,,1,6 - Manufacturing_Government,4 - QualityControl,,Ulric Channing Gross,
Martena Yoshi Watts,MYW0914,Martena_Watts@hp.com,Salesman,Project 134,1,8 - SalesAndMarketing_Commercial,2 - Sales,1 - RegionalSales,
Xerxes Bell Hancock,XBH0357,Xerxes.Bell.Hancock@dtaa.com,Manager,Project 189,1,7 - Finance,3 - FinancialPlanning,,Brady Vincent Cabrera,
Griffin Kyle Nguyen,GKN0168,Griffin.Kyle.Nguyen@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,,Zahir Byron Wells,
Mechelle Lee Workman,MLW0296,Mechelle.Lee.Workman@dtaa.com,AdministrativeAssistant,,1,5 - Manufacturing_Commercial,3 - Assembly,,Maxwell Deacon Santana,
Thomas Cyrus Golden,TCG0016,Thomas.Cyrus.Golden@dtaa.com,Director,,1,1 - Adminstration,3 - Training,,Tallulah Leslie Keith,
Cailin Anjolie Castro,CAC0147,Cailin.Anjolie.Castro@dtaa.com,SoftwareEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,,Kaden Ezekiel Osborne,
Bruce Marshall Blankenship,BMB0007,Bruce.Marshall.Blankenship@dtaa.com,VicePresident,Project 175,1,5 - Manufacturing_Commercial,,,Lydia Serena Lucas,
Amir Garrett Marquez,AGM0133,Amir.Garrett.Marquez@dtaa.com,AdministrativeAssistant,,1,3 - ResearchAndEngineering_Government_Domestic,1 - ProjectManagement,,Samuel Ronan Shaw,
Jeanette Ramona Blanchard,JRB0025,Jeanette.Ramona.Blanchard@dtaa.com,HumanResourceSpecialist,,1,1 - Adminstration,2 - EmployeeRelations,,Omar Galvin Doyle,
Garrison Wing Campbell,GWC0137,Garrison.Wing.Campbell@dtaa.com,ProjectManager,Project 158,1,3 - ResearchAndEngineering_Government_Domestic,1 - ProjectManagement,,Samuel Ronan Shaw,
Zahir Byron Wells,ZBW0132,Zahir.Byron.Wells@dtaa.com,Director,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,,Kasimir Axel Medina,
Maia Maya Jordan,MMJ0070,Maia.Maya.Jordan@dtaa.com,SoftwareEngineer,Project 202,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,,Reed Charles Fletcher,
Scott Kennedy Kirkland,SKK0282,Scott.Kennedy.Kirkland@dtaa.com,AdministrativeAssistant,,1,5 - Manufacturing_Commercial,,,Bruce Marshall Blankenship,
Blake John English,BJE0351,Blake.John.English@dtaa.com,Engineer,Project 136,1,6 - Manufacturing_Government,4 - QualityControl,,Ulric Channing Gross,
Cameron Blythe Mccormick,CBM0060,Cameron.Blythe.Mccormick@dtaa.com,ProjectManager,Project 103,1,2 - ResearchAndEngineering_Commercial,1 - ProjectManagement,,Nolan Isaiah Mason,
