employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor
Wyoming Sage Clay,WSC2981,Wyoming.Sage.Clay@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,4 - RegionalFieldService,Sarah Lilah Mason
Hilda Kellie Townsend,HKT1778,Hilda.Kellie.Townsend@dtaa.com,Scientist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley
Meredith Anne Solomon,MAS3218,Meredith.Anne.Solomon@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,23 - ElectricalEngineering,Driscoll Darius Lawrence
Margaret Jennifer Gallagher,MJG2304,Margaret.Jennifer.Gallagher@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,3 - RegionalFieldService,Eric Macaulay Sanchez
Charissa Christine Hatfield,CCH1508,Charissa.Christine.Hatfield@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,Mark William Horne
Hedy Darryl Noble,HDN2609,Hedy.Darryl.Noble@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,18 - ElectricalEngineering,Malcolm Amal Rollins
Fay Cheyenne Mcfadden,FCM3926,Fay.Cheyenne.Mcfadden@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,13 - Stockroom,Winter Adele Hahn
Deborah Marcia Richards,DMR0336,Deborah.Marcia.Richards@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,1 - Stockroom,Bianca Rebecca Schultz
Xyla Alea Berg,XAB0936,Xyla.Alea.Berg@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,Jessamine Madeson Eaton
Lucius Cole Buckley,LCB2041,Lucius.Cole.Buckley@dtaa.com,Physicist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,3 - Lab,Lamar Benjamin Johnston
Zahir Jakeem Boyd,ZJB0552,Zahir.Jakeem.Boyd@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,3 - ElectricalEngineering,Fredericka Kessie Stein
Alea Kameko Phillips,AKP3573,Alea.Kameko.Phillips@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,25 - SystemsEngineering,Gage Yardley Hester
Jade Rebekah Austin,JRA0522,Jade.Rebekah.Austin@dtaa.com,TechnicalWriter,Project 0,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,1 - Publications,Sonia Francesca Leblanc
Rhea Lydia Stein,RLS1738,Rhea.Lydia.Stein@dtaa.com,FieldServiceEngineer,,1,9 - SalesAndMarketing_Government,3 - FieldService,3 - RegionalFieldService,Denton Colin Burch
Cullen Walter Klein,CWK2870,Cullen.Walter.Klein@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,8 - AssemblyDept,Demetria Sage Melendez
Brynne Ramona Hendrix,BRH1107,Brynne.Ramona.Hendrix@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,6 - EmbeddedSoftware,Carl Alfonso Roman
Thomas Edward Ferguson,TEF3555,Thomas.Edward.Ferguson@dtaa.com,Mathematician,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,6 - Lab,Cora Noelle Hanson
Gillian Eliana Hill,GEH0420,Gillian.Eliana.Hill@dtaa.com,Technician,Project 73,1,9 - SalesAndMarketing_Government,3 - FieldService,1 - RegionalFieldService,Sydney Medge Ellis
Vivien Carly Vaughan,VCV2521,Vivien.Carly.Vaughan@dtaa.com,ComputerScientist,Project 80,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,20 - SystemsEngineering,Carter Charles Wells
Lisandra Jane Reid,LJR0253,Lisandra.Jane.Reid@dtaa.com,TechnicalWriter,Project 0,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,1 - Publications,Fuller Taylor Spears
Robert Peter Hull,RPH2326,Robert.Peter.Hull@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,Adele Deirdre Guthrie
Fitzgerald Justin Oliver,FJO1828,Fitzgerald.Justin.Oliver@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,12 - MechanicalEngineering,Audra Serina Hunt
Janna Ima Gibbs,JIG1936,Janna.Ima.Gibbs@dtaa.com,WebDeveloper,Project 46,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,9 - WebSoftware,Patience Raya Holt
Odette Aileen Slater,OAS0991,Odette.Aileen.Slater@dtaa.com,Manager,Project 21,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,5 - DesktopSoftware,Reed Charles Fletcher
Caleb Rooney Thomas,CRT2273,Caleb.Rooney.Thomas@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,3 - RegionalSales,Gillian Nelle Holland
Karen Germane Rosa,KGR2815,Karen.Germane.Rosa@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,8 - AssemblyDept,Kuame Alvin Henry
Aurora Celeste Hogan,ACH1910,Aurora.Celeste.Hogan@dtaa.com,Mathematician,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,3 - Lab,Quincy Joshua Olsen
Whoopi Daryl Stevens,WDS2197,Whoopi.Daryl.Stevens@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,Zelda Idona Ross
Tobias James Meadows,TJM0328,Tobias.James.Meadows@dtaa.com,MechanicalEngineer,,1,6 - Manufacturing_Government,2 - ManufacturingEngineering,,Jane Sarah Barron
Jessamine Jena Stuart,JJS2973,Jessamine.Jena.Stuart@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,4 - RegionalFieldService,Sarah Lilah Mason
Ulla Daryl Willis,UDW0487,Ulla.Daryl.Willis@dtaa.com,SoftwareQualityEngineer,Project 43,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,1 - SQA,Whoopi Aspen Mccarty
Sydnee Hyacinth Bullock,SHB2106,Sydnee.Hyacinth.Bullock@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,14 - MaterialsEngineering,Michelle Britanney Peters
Phillip Cody Turner,PCT1234,Phillip.Cody.Turner@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,Scarlet Genevieve Contreras
Kirby Aiko Vaughan,KAV2926,Kirby.Aiko.Vaughan@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,4 - RegionalFieldService,Nolan Jerome Wagner
Alice Deborah Sawyer,ADS0763,Alice.Deborah.Sawyer@dtaa.com,WebDeveloper,Project 47,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,4 - WebSoftware,Jared Price Johns
Sade Kendall Guthrie,SKG1731,Sade.Kendall.Guthrie@dtaa.com,Supervisor,,1,5 - Manufacturing_Commercial,3 - Assembly,5 - Stockroom,Maxwell Deacon Santana
Imelda Sheila Jimenez,ISJ1479,Imelda.Sheila.Jimenez@dtaa.com,Technician,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,11 - TestAndEvalualtion,Naida Shellie Barlow
Charde Anika Gamble,CAG2236,Charde.Anika.Gamble@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,6 - AssemblyDept,Drew Owen Coleman
Yvonne Kellie Walters,YKW3832,Yvonne.Kellie.Walters@dtaa.com,Manager,Project 91,1,1 - Adminstration,5 - Security,12 - BuildingSecurity,Peter Nicholas Livingston
Asher Victor Campbell,AVC2328,Asher.Victor.Campbell@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,Adele Deirdre Guthrie
Chelsea Scarlet Price,CSP2186,Chelsea.Scarlet.Price@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,Zelda Idona Ross
Dominic Benjamin Gonzalez,DBG0477,Dominic.Benjamin.Gonzalez@dtaa.com,Physicist,,1,2 - ResearchAndEngineering_Commercial,2 - Research,1 - Lab,Basil Bruno Tyson
Hasad Phillip Robbins,HPR2023,Hasad.Phillip.Robbins@dtaa.com,TestEngineer,Project 23,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,16 - TestAndEvalualtion,Elijah Valentine Fuentes
Hilel Aladdin Rodriquez,HAR3571,Hilel.Aladdin.Rodriquez@dtaa.com,ComputerScientist,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,25 - SystemsEngineering,Gage Yardley Hester
Nolan Jelani Merritt,NJM0440,Nolan.Jelani.Merritt@dtaa.com,PurchasingClerk,Project 12,1,10 - PurchasingAndContracts,2 - Pricing,,Halla Ursula Murphy
Ivan Brock Wood,IBW1779,Ivan.Brock.Wood@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,3 - Lab,Abel Cruz Wiley
Brody Vernon Bonner,BVB1673,Brody.Vernon.Bonner@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,2 - RegionalSales,Cheryl Brianna Aguirre
Daria Dahlia Francis,DDF2937,Daria.Dahlia.Francis@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,4 - RegionalSales,Tanisha Chiquita Mullins
Nina Desiree Howard,NDH3827,Nina.Desiree.Howard@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,6 - RegionalFieldService,Uriah Sean Collins
Nicolas Luke Sellers,NLS1866,Nicolas.Luke.Sellers@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,15 - SystemsEngineering,Salvador Hu Patel
Medge Kirby Mooney,MKM0647,Medge.Kirby.Mooney@dtaa.com,TechnicalWriter,Project 4,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,1 - Publications,Carly Kaden Berry
Dylan Carter Rodriguez,DCR1531,Dylan.Carter.Rodriguez@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,4 - AssemblyDept,Mark William Horne
Benjamin Sylvester Brown,BSB3083,Benjamin.Sylvester.Brown@dtaa.com,MechanicalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,22 - MechanicalEngineering,Quinn Madeline Prince
Stella Lila Mcintyre,SLM1119,Stella.Lila.Mcintyre@dtaa.com,WebDeveloper,Project 7,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,7 - WebSoftware,Amanda Sydney Decker
Kim Constance Owens,KCO0269,Kim.Constance.Owens@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,4 - MaterialsEngineering,Keiko Libby Porter
Heidi Vanna Solis,HVS1143,Heidi.Vanna.Solis@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,8 - ElectricalEngineering,Colin Ignatius Hines
Julian Reed Rose,JRR0829,Julian.Reed.Rose@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,6 - TestAndEvalualtion,Oprah Gail Webb
Barclay Mason French,BMF2337,Barclay.Mason.French@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,3 - RegionalSales,Adele Deirdre Guthrie
Jackson Roth Klein,JRK2707,Jackson.Roth.Klein@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,17 - MechanicalEngineering,Tyler Peter Grimes
Christine Elaine Christian,CEC1352,Christine.Elaine.Christian@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,2 - Lab,Kim Mollie Warren
Kenyon Driscoll Bean,KDB0266,Kenyon.Driscoll.Bean@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,3 - ElectricalEngineering,Imani Leigh Hardy
Madonna Kylee Rosales,MKR2138,Madonna.Kylee.Rosales@dtaa.com,TestEngineer,Project 30,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,16 - TestAndEvalualtion,Ifeoma Mechelle Nash
Aphrodite Lana Smith,ALS3440,Aphrodite.Lana.Smith@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,5 - RegionalSales,Charles Ulric Lynn
Amos Zane Gardner,AZG2343,Amos.Zane.Gardner@dtaa.com,Technician,Project 68,1,9 - SalesAndMarketing_Government,3 - FieldService,3 - RegionalFieldService,Rhea Lydia Stein
Russell Joseph Spears,RJS0846,Russell.Joseph.Spears@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,Hammett Zeus Hodge
Bradley Robert Guthrie,BRG3267,Bradley.Robert.Guthrie@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,Quincy Guy Shannon
Quinn Neil Walsh,QNW0977,Quinn.Neil.Walsh@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,1 - RegionalFieldService,Sydney Medge Ellis
Christen Nichole Todd,CNT0946,Christen.Nichole.Todd@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,1 - RegionalFieldService,Jessamine Madeson Eaton
Damon Melvin Reed,DMR2518,Damon.Melvin.Reed@dtaa.com,ComputerScientist,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,20 - SystemsEngineering,Carter Charles Wells
Deborah Serina Bryan,DSB0245,Deborah.Serina.Bryan@dtaa.com,AdministrativeAssistant,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,,Jason Amery Franco
Lamar Brett Russell,LBR1387,Lamar.Brett.Russell@dtaa.com,ElectricalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,3 - SoftwareManagement,6 - EmbeddedSoftware,Leah Kerry Stephenson
Castor Keegan Best,CKB3645,Castor.Keegan.Best@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,12 - AssemblyDept,Brynne Camille Whitfield
Dolan Hamish Gibson,DHG0962,Dolan.Hamish.Gibson@dtaa.com,Salesman,,1,9 - SalesAndMarketing_Government,2 - Sales,1 - RegionalSales,Whoopi Laurel Guy
Hedy Margaret Reynolds,HMR0098,Hedy.Margaret.Reynolds@dtaa.com,AdministrativeAssistant,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,1 - Publications,Sonia Francesca Leblanc
Timon Leo Winters,TLW2668,Timon.Leo.Winters@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,4 - Lab,Medge Roary Byers
Lucius Lucas Huber,LLH3157,Lucius.Lucas.Huber@dtaa.com,ElectricalEngineer,Project 50,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,23 - ElectricalEngineering,Kai Melissa Bradford
William Nehru Carson,WNC0874,William.Nehru.Carson@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,1 - Stockroom,Bianca Rebecca Schultz
Maggie Nomlanga Christensen,MNC0433,Maggie.Nomlanga.Christensen@dtaa.com,AdministrativeAssistant,,1,10 - PurchasingAndContracts,1 - Purchasing,,Brenden Harper Mccray
Igor Walter Gaines,IWG0058,Igor.Walter.Gaines@dtaa.com,ProjectManager,Project 57,1,2 - ResearchAndEngineering_Commercial,1 - ProjectManagement,,Nolan Isaiah Mason
Lucian Barrett Monroe,LBM3284,Lucian.Barrett.Monroe@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,10 - AssemblyDept,Austin Joel Coleman
Hammett Zeus Hodge,HZH0297,Hammett.Zeus.Hodge@dtaa.com,Supervisor,,1,5 - Manufacturing_Commercial,3 - Assembly,1 - Stockroom,Maxwell Deacon Santana
Upton Xander Campbell,UXC1495,Upton.Xander.Campbell@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,3 - Stockroom,Cooper Ali Stuart
Edan Hector Dudley,EHD1744,Edan.Hector.Dudley@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,5 - BuildingSecurity,Rose Wilma Nieves
Kiona Maia Castaneda,KMC2028,Kiona.Maia.Castaneda@dtaa.com,Scientist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,3 - Lab,Lamar Benjamin Johnston
Howard Wyatt Vasquez,HWV1621,Howard.Wyatt.Vasquez@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,2 - RegionalFieldService,Byron Elmo Buchanan
Evelyn Fiona Cleveland,EFC1153,Evelyn.Fiona.Cleveland@dtaa.com,ElectricalEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,8 - ElectricalEngineering,Colin Ignatius Hines
Christine Glenna Taylor,CGT3148,Christine.Glenna.Taylor@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,22 - MechanicalEngineering,Constance Justine Galloway
Jescie Kristen Conley,JKC3349,Jescie.Kristen.Conley@dtaa.com,ProductionLineWorker,,1,6 - Manufacturing_Government,3 - Assembly,10 - AssemblyDept,Ira Austin Avery
Raymond Jarrod Welch,RJW1440,Raymond.Jarrod.Welch@dtaa.com,MaterialsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,9 - MaterialsEngineering,Sloane Jael Small
Emi Lynn Banks,ELB0033,Emi.Lynn.Banks@dtaa.com,AdministrativeAssistant,,1,1 - Adminstration,5 - Security,,Peter Nicholas Livingston
Risa Lacy Parker,RLP3268,Risa.Lacy.Parker@dtaa.com,StockroomClerk,,1,5 - Manufacturing_Commercial,3 - Assembly,9 - Stockroom,Quincy Guy Shannon
Wade Edward Cannon,WEC3721,Wade.Edward.Cannon@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,6 - RegionalSales,Randall Orson Rosa
Carissa Rhonda Joyce,CRJ3070,Carissa.Rhonda.Joyce@dtaa.com,Mathematician,,1,2 - ResearchAndEngineering_Commercial,2 - Research,5 - Lab,Zelda Zelenia Owens
Wyatt Reed Morrow,WRM0515,Wyatt.Reed.Morrow@dtaa.com,WebDeveloper,Project 75,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,4 - WebSoftware,Dominic Justin Caldwell
Zelenia Noelle Goodwin,ZNG3404,Zelenia.Noelle.Goodwin@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,5 - RegionalFieldService,John Rahim Reynolds
Neil Kevin Vang,NKV1451,Neil.Kevin.Vang@dtaa.com,SystemsEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,10 - SystemsEngineering,Zenia Basia Whitley
Guinevere Sonia Bowen,GSB0666,Guinevere.Sonia.Bowen@dtaa.com,MechanicalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,4 - Engineering,2 - MechanicalEngineering,Grace Jasmine Gamble
Felix Callum Kemp,FCK3307,Felix.Callum.Kemp@dtaa.com,StockroomClerk,,1,6 - Manufacturing_Government,3 - Assembly,9 - Stockroom,September Hanae Ward
Rashad Honorato Dixon,RHD0787,Rashad.Honorato.Dixon@dtaa.com,MechanicalEngineer,,1,4 - ResearchAndEngineering_Government_Foreign,4 - Engineering,2 - MechanicalEngineering,Vaughan Dustin Bender
Mari Faith Lester,MFL0355,Mari.Faith.Lester@dtaa.com,Manager,Project 16,1,7 - Finance,1 - Accounting,,Brady Vincent Cabrera
Shea Madeline Ochoa,SMO0458,Shea.Madeline.Ochoa@dtaa.com,ITAdmin,Project 20,1,1 - Adminstration,5 - Security,2 - ElectronicSecurity,Carl Garrett Morgan
Grace MacKensie Fields,GMF1213,Grace.MacKensie.Fields@dtaa.com,Scientist,,1,3 - ResearchAndEngineering_Government_Domestic,2 - Research,2 - Lab,Herman Bert Cook
Jonathan Neil Rosales,JNR2260,Jonathan.Neil.Rosales@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,3 - RegionalSales,Gillian Nelle Holland
Aiko Aimee Hyde,AAH0721,Aiko.Aimee.Hyde@dtaa.com,Physicist,,1,4 - ResearchAndEngineering_Government_Foreign,2 - Research,1 - Lab,Jonathan Laith Casey
Oleg Reece Barton,ORB2880,Oleg.Reece.Barton@dtaa.com,Salesman,,1,8 - SalesAndMarketing_Commercial,2 - Sales,4 - RegionalSales,Heidi Cara Schmidt
Bo Xerxes Garrett,BXG3763,Bo.Xerxes.Garrett@dtaa.com,Technician,,1,8 - SalesAndMarketing_Commercial,3 - FieldService,6 - RegionalFieldService,Patience Montana Horton
Brady Kenyon Fuller,BKF0427,Brady.Kenyon.Fuller@dtaa.com,Technician,Project 47,1,9 - SalesAndMarketing_Government,3 - FieldService,1 - RegionalFieldService,Sydney Medge Ellis
Carter Charles Wells,CCW2381,Carter.Charles.Wells@dtaa.com,ChiefEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,20 - SystemsEngineering,Ursa Melinda Bentley
Cruz Xander Burke,CXB2183,Cruz.Xander.Burke@dtaa.com,ProductionLineWorker,,1,5 - Manufacturing_Commercial,3 - Assembly,6 - AssemblyDept,Zelda Idona Ross
Michael Darius Perry,MDP0161,Michael.Darius.Perry@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,3 - EmbeddedSoftware,Jeanette Macey Simpson
Jermaine Nathan Patton,JNP1240,Jermaine.Nathan.Patton@dtaa.com,ElectricalEngineer,,1,3 - ResearchAndEngineering_Government_Domestic,3 - SoftwareManagement,6 - EmbeddedSoftware,Scarlet Genevieve Contreras
Albert Nicolas Morales,ANM0564,Albert.Nicolas.Morales@dtaa.com,SystemsEngineer,,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,5 - SystemsEngineering,Dora Aretha Macdonald
McKenzie Carly Schultz,MCS0512,McKenzie.Carly.Schultz@dtaa.com,WebDeveloper,,1,2 - ResearchAndEngineering_Commercial,3 - SoftwareManagement,4 - WebSoftware,Dominic Justin Caldwell
Dominique Keiko Dawson,DKD2409,Dominique.Keiko.Dawson@dtaa.com,SecurityGuard,,1,1 - Adminstration,5 - Security,7 - BuildingSecurity,Armand Myles Jimenez
Shannon Wendy Ruiz,SWR3808,Shannon.Wendy.Ruiz@dtaa.com,Technician,,1,9 - SalesAndMarketing_Government,3 - FieldService,6 - RegionalFieldService,Uriah Sean Collins
Chandler William Alvarez,CWA2549,Chandler.William.Alvarez@dtaa.com,Technician,Project 32,1,2 - ResearchAndEngineering_Commercial,4 - Engineering,21 - TestAndEvalualtion,Rebecca Stephanie Edwards
